503	5602	5704
509	11914	21518
511	8169	73995
513	10714	46445
521	2566	4414
521	9758	94284
521	9228	17752
523	26802	118876
525	4159	51465
525	2433	62554
525	2539	35042
527	2186	53983
529	1425	6503
531	4165	11055
533	23636	95651
535	1141	90796
537	4492	120191
539	383	74997
541	3137	96087
543	383	107941
545	2349	5684
551	1230	39480
553	1199	22469
555	3935	82604
559	6108	120928
565	9943	4988
567	2643	106467
569	4575	118090
571	27520	28592
575	10811	40868
577	17728	39182
579	915	118158
583	436	3248
585	3108	84112
587	7493	120805
591	12875	117596
595	26709	76888
599	9536	62959
601	5994	13124
603	17527	18265
607	12783	1385
611	18011	16638
613	7601	80551
617	2587	99917
621	4350	67861
623	1325	15257
627	830	18835
629	11615	71302
631	9878	806
635	6650	85552
637	3499	124611
643	10352	24018
645	25531	96074
645	309	59575
647	517	104668
651	11297	24075
655	18490	48652
657	2540	26836
659	9803	56767
661	10142	662
665	8180	104268
665	19688	39311
669	1911	52794
671	6147	4229
681	3800	47998
683	11012	49190
685	7923	48552
687	10126	118565
691	28857	97325
693	12103	40507
695	5260	26852
695	3468	16416
697	17926	5277
699	29533	39711
703	26826	91051
705	17643	62386
709	5173	113376
711	2861	67213
717	20389	119983
721	3039	79134
723	1247	53338
725	6249	11589
727	669	65036
731	17579	61951
733	706	77299
735	1923	112060
739	3935	22203
741	1012	58231
743	2609	8344
743	3756	55694
747	8885	94185
749	1790	2305
751	1651	88235
753	15341	52429
757	17590	27254
761	19319	17414
763	13892	27447
769	12087	114324
771	1012	52702
773	10604	39935
777	26422	88019
779	70	3986
779	6675	105238
781	18332	35215
783	3607	109825
785	27216	104093
787	510	29527
787	510	4846
787	1010	62655
791	36	7536
793	27258	97174
795	13436	58469
797	10173	27009
799	791	58240
803	493	18041
805	20397	30481
807	2039	26726
811	3472	107881
813	850	114547
817	1087	6496
819	6515	78986
825	436	14265
827	687	38833
829	979	75033
831	1249	94578
833	3907	74477
837	13174	122124
841	9520	67977
843	211	47749
845	29370	67381
847	3611	2365
851	850	75740
853	21719	19776
855	315	84200
863	15862	4645
863	1530	88614
865	3546	121229
867	10776	113139
869	1993	109055
871	1336	28144
873	7325	40913
875	320	37482
879	8944	70313
879	935	112769
881	4892	64960
883	113	34193
887	18376	59017
889	4594	86066
891	1516	105186
893	27679	39876
895	19114	64642
897	2922	45510
897	2160	25092
903	702	120876
905	21371	107300
907	259	67313
909	16323	88182
909	11147	63665
911	23509	75124
913	7757	105790
915	8036	90737
917	499	46815
919	5196	72845
923	1493	31285
923	2966	106703
927	3206	116140
929	1199	36460
933	850	18682
935	8105	66496
937	4553	94320
939	874	72246
943	347	60432
947	694	84429
947	311	119701
949	1988	110515
949	1429	22286
951	2748	105109
953	12253	91480
955	65	6727
957	443	36268
959	12295	74107
961	108	85454
965	8986	61243
967	9717	37626
969	11867	15196
973	16352	106014
975	1930	95851
977	10471	48908
979	8794	67633
983	417	109924
987	459	56432
987	459	2005
989	2470	75100
991	16028	53465
997	48	29419
999	937	73723
1001	4529	29643
1005	835	94392
1007	615	35502
1009	1318	59662
1011	14468	117344
1015	1505	96004
1017	17860	73233
1025	12894	53137
1027	70	34816
1027	436	1595
1027	48	5010
1027	70	24443
1027	70	34903
1031	13937	124358
1033	2029	97054
1035	6816	40210
1037	10365	16338
1039	1751	66585
1041	2618	224
1043	4663	20007
1047	4875	120807
1047	3008	119125
1049	1174	15816
1051	59	82783
1053	3821	23961
1055	7376	75576
1057	1199	46629
1059	3447	36844
1063	26788	56884
1069	957	88862
1073	27462	109537
1075	8261	6850
1077	2404	120552
1081	154	14430
1083	15455	8544
1085	5525	100288
1087	8292	84833
1089	308	3658
1089	5212	50140
1089	28186	3911
1089	308	54135
1089	308	43660
1089	649	49857
1089	308	12403
1089	2520	91126
1091	1037	17510
1095	5042	57507
1099	2235	37075
1101	24162	57988
1103	11639	88179
1106	118	103717
1110	27671	74036
1110	13512	15487
1112	13515	605
1116	163	17900
1118	378	103794
1120	2558	36914
1128	3990	8073
1132	8038	92688
1138	30003	3318
1140	8638	105168
1142	15837	16746
1142	16249	119683
1142	9875	16169
1142	2950	15197
1142	325	81287
1142	11809	51663
1146	429	66718
1148	21537	8281
1150	2299	101553
1152	3213	73818
1152	3188	37523
1154	176	3727
1158	16334	95470
1160	4669	6386
1162	4157	72208
1168	21654	90361
1171	2905	122530
1175	7671	58911
1177	24627	91037
1181	9287	54654
1183	1448	4712
1185	16838	68906
1189	652	333
1191	835	22301
1193	16632	35114
1195	1425	27761
1197	14091	66511
1199	15954	36887
1201	527	71228
1203	8150	72966
1205	10905	81590
1207	3204	76917
1209	7513	93650
1211	1318	86471
1213	2936	37792
1220	950	32711
1222	28863	35829
1224	26181	115708
1228	28008	2553
1228	21033	2553
1228	25283	2553
1230	8233	1231
1230	1638	109812
1236	15036	12826
1240	1264	62038
1242	14824	46117
1244	3405	123097
1246	2747	39159
1248	2866	86479
1250	351	73687
1252	1632	114838
1252	5558	108291
1254	2152	23488
1258	23817	19648
1260	328	42189
1266	3353	19556
1268	153	93088
1270	3534	82080
1272	819	104216	101202
1272	13282	94754
1274	2949	57312
1276	927	5879
1278	14902	3510
1280	6302	33964
1282	7412	113683
1284	10410	116624
1288	12011	116569
1290	13944	15045
1294	1677	56603
1296	18111	91195
1298	4669	122581
1300	3500	50245
1300	328	83370
1308	861	112582
1310	8836	50552
1312	430	81714
1314	7713	13203
1318	1524	1319
1320	1606	1321	52972	1323
1320	3458	72611	21839	1322
1320	17625	3861	486	38570
1324	606	78250
1326	328	74375
1326	1240	112304
1328	1920	106934
1330	10051	90764
1330	11004	29450
1332	264	18912
1334	342	5982
1342	2517	20825
1348	11988	68845
1350	935	51303
1356	14103	53703
1358	1979	86757
1360	20307	76771
1362	5860	94035
1366	57	50891
1368	17594	116575
1370	937	74991
1372	14540	2203
1374	18948	9769
1117	14977	3037
1380	2670	22380
1382	2249	42921
1384	556	62222
1386	2313	3934
1390	9879	97760
1392	19296	120519
1394	1415	7065
1396	9902	88169
1398	10522	99204
1398	510	116500
1400	2057	4173
1408	0	55729
1410	1037	33695
1412	28186	13203
1417	9499	95967
1419	7630	50524
1421	3485	21671
1425	9819	118466
1429	2554	76985
1433	30297	36688
1435	16323	41155
1439	169	50902
1441	153	40472
1441	1425	26533
1441	9909	117134
1441	553	3748
1441	5135	94345
1441	2520	17799
1441	553	73091
1441	2520	2969
1441	308	35448
1441	5135	4910
1443	49	41036
1444	21306	81378
1446	5579	37849
1448	5881	100133
1450	13665	20504
1452	6572	91271
1452	19461	22889
1454	5861	17147
1460	2171	77734
1462	7221	7749
1464	934	15203
1467	21032	5951
1467	361	68876
1473	18731	65161
1476	835	116547
1476	1417	61004
1478	7266	4861
1484	320	46749
1486	476	65363
1490	11904	40417
1492	1640	237
1104	2058	109491
1497	7634	110812
1501	4075	99152
1503	4917	26187
1505	791	35019
1507	16838	59941
1509	1233	48559
1513	9833	119580
1515	3799	92582
1519	28524	97898
1521	152	123514
1523	214	76295
1525	10379	82214
1527	25312	46915
1528	1318	85154
1530	6818	46558
1532	3264	111069
1536	15463	94866
1536	18839	87647
1538	802	83090
1540	100	30529
1540	6297	1541
1542	13376	121199
1544	27	72301
1546	1594	25805
1550	25092	13951
1554	26197	78316
1556	14153	68716
1558	4223	116412
1560	10893	9727
1562	30346	122407
1564	5245	17348
1322	9929	488
1322	819	108387
1567	736	122523
1575	3657	85615
1575	11332	27079
1579	3514	85513
1579	22817	2920
1579	4638	27591
1581	3247	73469
1583	2265	43121
1589	23457	84252
1595	70	1929
1595	60	12032
1595	70	18584
1599	5045	33540
1601	26925	99545
1603	512	94991
1615	18111	4014
1617	4343	10049
1619	7584	86639
1621	4917	1904
1629	16671	34664
1631	21	40024
1633	1085	124651
1635	19168	24270
1639	9499	67335
1643	1694	22363
1645	361	73979
1648	863	13906
1652	20399	71988
1654	5674	124826
1656	1922	85299
1658	501	114758
1660	315	5851
1660	17472	10341
1664	10032	119621
1666	3919	46884
1670	13305	55295
1675	57	91181
1677	22896	120343
1681	2333	26825
244	3	43036
1684	794	25852
1687	19806	120044
1687	3667	79531
1689	27512	89027
1689	436	33140
1691	18185	38464
1695	2878	16577
1697	18146	36473
1699	315	114062
1701	3054	106643
1703	4412	99841
1705	8117	17088
1707	453	117025
1709	1527	69327
1712	2965	2486
1712	3336	8319
1712	2965	119571
1712	15340	11375
1712	1760	3956
1712	1913	284
1716	16578	107142
1718	5755	33934
1726	2234	84485
1728	856	27200
1734	1102	106721
1744	3219	62632
1746	155	104426
1748	5130	162
1750	382	56307
1751	9213	8777
1753	13655	93099
1755	26645	80127
1759	5315	62979
1761	23252	1167
1761	9439	92253
1761	25704	4649
1761	27975	116499
1761	546	4177
1761	24733	20452
1761	20709	61024
1761	22684	110912
1768	9154	87038
1770	7820	113908
1772	14117	102707
1778	78	83708
1782	20174	32453
1786	2023	84427
1788	24032	39716
1790	3636	88284
1792	3674	43429
1794	27122	17163
1796	1675	1497
1798	2670	59897
1804	2743	120430
1806	29203	1807
1810	8292	102869
1812	4471	123151
1814	3051	96884
1818	27661	53623
1821	22	105181
1824	254	121307
1828	21102	56274
1830	14265	1914
1831	11503	112675
1833	9013	37651
1835	30	59126
1837	9263	84372
1837	4412	35686
1839	12604	29780
1841	8236	76378	21469	69454
1843	28792	124338
1847	11979	93801
1849	483	56797
1851	3810	87369
1853	9981	12020
1855	259	31912
1859	1396	7004
1859	436	24191
1863	491	50986
1863	8790	87377
1865	21011	56497
1867	449	13787
1869	1906	115604
1873	20662	45090
1879	45	124022
1883	18449	111487
1885	11242	108989
1887	3207	39223
1893	11242	55874
1895	24251	42935
1897	9129	11788
1899	11605	51531
1901	1182	28603
1905	3917	52397
1907	1854	22953
1911	383	95914
1915	13501	98939
1917	835	113708
1921	3843	75378
1923	4689	60956
1923	19162	13974
1925	14023	11235
1927	4552	122690
1929	48	9016
1930	17579	30564
1930	48	40542
1932	18692	67956
1932	14737	61512
1934	70	76561
1938	22874	8560
1942	5272	124249
1947	9310	116136
1949	21969	5791
1955	3120	35451
1963	14341	82606
1965	27597	96373
1967	70	77036
1972	5245	4443
1974	383	43613
1976	5765	33571
1978	2131	43668
1982	3325	62046
1986	1049	13530
1988	8375	9730
1990	347	15878
1992	6586	10871
1996	3411	40792
1998	29098	123558
2000	3873	87765
2002	8495	119594
2004	3026	42032
2006	36	111145
2008	14533	52122
2010	207	26631
2014	16855	76617
2016	20406	37044
2018	700	50069
2020	10589	104885
2022	9970	2023
2024	7294	16900
2034	1341	101901
2036	12872	79538
2038	22196	47181
2040	5965	77098
2042	3547	92935
2044	28147	93650
2046	8676	88902
2048	12091	25999
2050	153	40542
2050	153	87431
2054	16850	25058
2055	1870	89769
2057	3095	51830
2061	7814	98646
2063	16901	95758
2065	21827	100367
2067	16170	586
2069	1833	6690
2073	7933	49072
2075	23298	26429
2077	26532	100813
2083	3769	113104
2085	787	12323
2087	10349	38491
2089	3169	98414
2093	522	21202
2097	17457	49673
2099	15902	17357
2103	6617	102545
2107	19276	26889
2107	154	61111
2109	5451	124283
2111	7367	28082
2115	628	69806
2117	9858	103675
2121	8977	117454
2129	113	82202
2136	8958	69527
2144	1128	24155
2148	679	53493
2156	574	74888
2160	20840	114694
638	1341	25993
2163	17504	106607
2165	7739	55614
2169	22036	11161
2171	21416	114586
2173	59	43914
2177	15709	41449
2181	21629	112045
2183	3766	46188
2185	3465	93028
2187	7376	21205
2189	3213	11958
2190	10717	41650
2192	2224	12244
2194	18076	88287
2196	1796	120067
2198	7535	107774
2200	7493	26983
2202	3230	42287
2204	1249	79828
2206	2375	120353
2208	2597	39580
2210	8326	103843
2212	6911	29640
2216	1317	104093
2218	17044	21434
2222	20183	15638
2224	311	55588
2228	410	79393
2232	8306	87785
2234	20609	89264
2236	1379	46526
2241	19989	68021
2243	85	79510
2245	1734	36978
2247	9027	14080
2251	59	85357
2255	59	47580
2261	2748	41235
2263	3115	34822
2265	453	48326
2267	668	78744
2271	4166	120750
2275	18890	12986
2278	1034	85060
2280	28654	43766
2282	1645	22776
2284	2385	26903
2286	126	122978
2288	10624	54652
2290	29120	101538
2300	17512	96774
2302	1493	88386
2303	21911	25241
2305	160	9743
2307	207	119458
2309	61	46269
2311	835	41394
2315	6789	57378
2319	29975	53199
2321	308	11648
2325	19589	121914
2329	1010	38057
2333	3594	51206
2337	1341	77283
2343	1940	97177
2345	10269	15080
2349	4229	121878
2349	2275	70401
2351	6280	19969
2356	3	38963
2358	4635	40592
2358	19334	1820
2360	4316	25052
2364	3095	19781
2368	13753	37545
2370	15197	102645
2371	25742	75441
2373	8949	63994
2375	18681	58373
2377	4229	1848
2381	2132	60595
2391	1116	3999
2393	7098	61571
2395	15300	11159
2397	753	20791
2399	2772	91747
2401	992	93820
2403	0	2404
2407	22736	14044
2409	9182	88913
2411	28354	28972
2417	5780	17656
2419	924	74908
2423	10450	123586
2425	12610	402
2427	13229	118772
2429	1403	123188
2431	14224	123331
2433	662	58129
2435	10986	65353
2441	4409	8371
2443	1141	92375
2447	10311	15975
2449	13310	4831
2453	17456	112474
2455	162	100321
2457	9687	54403
2459	1850	82529
2461	6595	43954
2465	791	87310
2467	10421	94150
2473	16952	50364
2475	681	117258
2477	7200	409
2479	13965	96577
2479	2049	16888
2485	14856	29675
2485	16099	8808
2485	3309	22416
2487	17805	28930
2489	15285	13233
2489	6180	66955
2492	6629	13878
2492	25043	10769
2494	3531	2847
2494	35	51039
2494	7752	92313
2498	20175	50017
2500	9605	113056
2502	16157	5267
2504	21695	29988
2506	4230	122183
2508	594	110105
2510	2385	69219
2512	5420	103477
2514	2539	98069
2516	794	45356
2522	2666	25298
2530	6759	115716
2532	1102	10309
2534	326	36848
2540	2611	61542
2542	515	61396
2544	8403	4448
2548	8736	4135
2550	408	114378
2553	425	38555
2553	24802	1228
2553	27254	1228
2553	5499	1229
2554	14319	41487
1576	2235	85066
1576	3410	7599
2559	3213	122638
2561	831	8795
2563	2660	47386
2565	24567	91223
2569	0	61047
2573	14103	33176
2574	760	57679
2582	31	68792
2586	327	49190
2586	2295	64303
2593	3886	44610
694	5857	35998
2600	26437	103918
2602	2836	33859
2604	79	123120
2608	7177	50226
2610	315	120236
2612	2879	77689
2618	328	68273
2620	16930	123271
2624	16463	47304
2630	1959	118197
2632	20827	10792
2636	13608	1392
2638	6059	109814
2640	24032	120906
2645	764	111330
2647	3226	83828
2649	2067	66458
2651	16174	64020
2653	107	47143
2655	647	63697
2661	8779	23754
2665	1431	62240
2667	330	36284
2669	1114	95525
2673	828	69838
2675	70	96197
2679	12513	90211
2685	3313	124742
2687	2566	117964
2687	17583	13406
2687	3714	64356
2689	6947	53418
2691	0	76577
2693	437	94293
2695	19424	42755
2697	23182	34486
2697	3385	36110
2697	22	44193
2703	330	70819
2705	20263	76292
2709	1942	49721
2715	2061	92595
2717	14012	63071
2717	204	9564
2723	2224	26764
2725	5768	32387
2727	24049	5286
2731	1618	15344
2733	2235	29536
2737	3680	60055
2737	23757	111164
2741	1055	88998
2743	5413	3764
2745	6002	117009
2749	320	93078
2751	21156	96936
2753	17638	8725
2753	75	100411
2755	15702	66158
530	3611	115246
530	12960	8377
530	60	26960
530	308	3658
2770	5551	83485
2776	313	100644
2780	9571	49122
2782	14036	98859
2784	189	85375
2786	17579	73737
2790	553	73415
2792	191	68544
2800	2278	117321
2802	28202	64999
2806	17579	124088
2811	15448	117769
2817	9692	20739
2821	10127	50655
2823	1887	79600
2825	3247	88560
2827	6852	101361
2829	13886	77007
2831	728	56934
2835	13375	32074
2838	9813	19817
2840	967	24815
2842	7491	2843
2844	2697	95905
2844	635	113445
2850	23190	51489
2852	791	22170
2852	8168	117009
2852	2208	114589
2854	1096	14965
2860	4892	3715
2860	162	17192
2862	15554	83670
2864	12021	102541
2874	135	46983
2876	13969	86311
2878	6975	81277
2880	2077	13687
2882	1285	61408
2886	197	119722
2886	850	82673
2890	10045	71702
2892	20	9421
2894	12046	33622
2900	153	3147
2907	21839	52362
2911	2037	6043
2913	2384	82830
2915	1064	115876
2915	5540	35740
2917	383	20581	13744
2919	14702	52452
285	6414	22467
285	2862	284
285	177	7422
285	177	7746
285	1647	3955
2923	3645	119875
2923	7730	117598
2925	2631	35003
2927	8559	104401
2929	14020	68793
2931	2948	85607
2933	6468	20281
2937	60	3749
2937	436	5010
2939	9934	45834
2943	1459	54651
2945	12046	80041
2947	22147	14884
2949	882	6339
2949	2664	58714
2950	660	10069
2954	5153	11
2956	0	88139
2960	1686	12581
2965	10564	57560
2969	5890	3748
2969	5890	107548
2969	1425	99487
2969	5638	3884
2969	5212	79009
2971	10131	97323
2973	17719	7490
2977	22806	79655
2981	488	30119
2983	7681	83975
2987	19380	24742
2989	9362	55661
2991	9991	98011
2993	815	95523
2995	2919	65384
2997	15251	68601
2999	835	73241
3001	9301	117907
3005	2202	48038
3007	6891	119521
3007	3199	15423
3010	1825	119721
3012	153	29419
3018	9258	115812
3019	483	17414
3023	23966	55964
3025	1855	122966
3029	11598	70957
3033	7639	3325
3037	3280	14633	118909
3041	3213	4111
3043	1108	5417
3045	24465	55665
3047	1240	21901
1547	23423	119164
3051	2546	1105
3053	5638	3202
3055	4165	99009
3057	1448	816
3059	383	12618
3065	7421	120003
3067	4917	120507
3071	6492	66300
3074	3445	69262
3080	21295	111841
3082	16707	80910
3086	1186	37292
3087	828	92416
3090	7338	79777
3094	25583	96947
3096	8037	89147
3098	14716	89623
3100	7848	108710
3102	1940	89779
3108	5934	28848
3110	1850	90672
3112	10974	3382
3114	5374	3115
3114	760	3115
3116	376	13102
3118	3870	75010
3120	2607	3121
3126	23003	11032
3131	1306	124623
3133	24267	99215
3135	1504	119569
3137	17062	4688
3144	14405	20631
3146	26213	2094
3146	0	31445
3146	12754	32390
3150	9881	32342
3152	10182	84036	39151
3156	10839	72990
3158	436	23585
3158	6987	121
3160	25350	24998
3162	18037	50873
3164	17374	81971
3166	436	6340
3167	361	12389
3169	4402	23175
3173	8441	35947
3175	7297	117391
3177	2139	61899
3177	11235	120968
3181	13894	64390
3183	8760	3998
3185	4400	35072
3187	4400	48810
3189	12849	75897
3191	1670	88516
3192	21115	41712
3196	723	23193
3198	162	109864
3200	8081	1409
3202	295	118166
3202	8984	34757
3202	7499	19420
3206	1350	8440
3214	3119	112098
3216	6543	5793
3218	18276	55957
3220	3046	17782
3222	12730	37559
3230	17874	69294
3234	15127	75219
3236	153	26289
3238	10068	55115
3242	20893	49520
3247	1567	13171
3249	7365	33732
3253	4872	95915
3257	4338	1977
3259	5689	82646
3262	1400	96193
3266	28580	97503
3268	8967	20455
3272	7783	31804
3272	22040	75670
3274	18062	80341
3276	237	1831
3278	26120	6061
3278	10417	7986
3280	687	10706
3283	2235	41747
3286	20302	72890
3288	5081	86415
3290	1978	14635
3292	12256	112646
3294	16020	81791
3296	2134	89807
3298	7476	76661
3300	11801	14239
3302	5447	36126
3304	8357	62068
3306	7062	14202
3308	831	32972
3314	3278	119855
3316	11677	89991
3318	1442	88137
3320	8376	116830
3322	4816	77709
3324	155	8367
3330	3709	65369
3332	13205	47275
3334	5809	24682
3336	21296	62819
3338	21046	15449
3340	17824	109701
3344	6729	38284
3346	5346	94161
3348	24167	43242
3350	14064	94600
1090	4145	119972
1090	1010	75417
1090	3656	1995
1090	4145	43777
3354	13610	26950
3356	20910	14141
3358	6337	27709
3362	11934	59536
3367	8239	93149
3369	515	116296
3371	29034	105204
3373	1288	119230
3375	313	8597
3379	5892	34442
3381	26341	18477
3383	11331	71837
3385	22812	36925
3387	4975	3388
3391	20561	52122	43868
3395	14701	57095
3397	4148	122879
3399	27111	612
3401	3	64097
3406	9258	87257
3408	17084	64118
3410	21051	93723
3414	24333	196
3416	835	77885
3416	3408	57766
3418	19462	28719
3424	1183	24211
3428	19770	116512
3432	17639	90651
3434	18691	19787
3434	26666	21913
3436	286	20914
3439	6505	12044
3441	2186	89121
3441	30	101926
3451	480	101622
3457	18427	115728
3459	1044	12893
3461	3645	24101
3467	687	66790
1229	27609	2553
1229	16924	2553
1229	1214	2553
1229	11986	2553
1229	15733	2553
1229	17187	2553
1229	14101	2553
1229	1345	2553
1229	425	2553
1229	28321	2553
1229	14931	2553
1229	28410	2553
3469	3369	45700
3471	4669	123435
3473	2546	3474
3473	2260	53967
3473	9731	4421
3477	6450	44236
3477	1906	110376
3479	476	18031
3483	6661	53471
3487	23518	19529
3489	4033	9100
3491	422	20585
3493	4257	92188
3495	687	107647
3497	28813	99452
3499	4915	70631
3501	29491	116187
3503	1369	41888
3503	12356	37821
3509	508	34918
3511	328	37757
3513	8253	13236
3517	17836	37422
3519	23509	55902
3521	16	123094
3523	4832	37791
3525	25356	33556
3527	10064	85553
3529	6468	118201
3531	1471	40091
3533	4067	40945
3534	4563	22899
3536	1856	71811
3538	653	74724
3540	760	81662
3540	3601	9765
3544	12989	78143
3546	11743	51347
3548	17790	78444
3550	8370	37934
3552	1691	47671
3558	160	54785
3560	49	54428
3564	9773	24350
3568	913	109717
3570	4816	32984
3570	417	113290
3576	1993	113024
3584	25641	89154
3586	1735	111816
3588	7748	123609
3592	5185	66790
3596	321	83544
3598	3407	100221
3600	10911	14835
3606	843	79740
3610	3305	69873
2361	1694	3023
3615	1403	111629
3617	21368	45167
3619	844	2234
3621	819	14306
3623	8419	67269
3625	819	2197	94172
3627	996	96291
3629	10622	31687
3631	529	115063
3634	10152	121700
3248	6112	109973
3248	48	3636
3639	59	84145
3641	3313	116153
3647	10646	92151
3649	11496	84292
3651	4639	119183
3653	2546	46176
3655	7682	30898
3657	308	1089
3659	14663	56927
3661	12309	26335
3663	313	99780
3667	19922	43840
3671	1920	72572
3673	315	32061
3675	21834	45530	31695
3677	14146	32249
3679	9149	866	6148	109736
3685	245	18821
3687	992	69404
3689	3908	95537
3691	18	121443
3693	3522	97768
3695	1837	123359
3697	315	45024
3703	315	87202
3703	311	27978
3709	1463	101442
3713	18651	55279
3715	11285	116538
3717	4032	77482
3721	23719	55461
3725	19004	12062
3729	9836	122869
3731	3843	68386
3733	19182	26801
3735	24793	44887
3737	172	116820
3739	12431	116848
3741	3173	116710
3743	9552	112608
3745	3451	6295
3747	553	2100
3747	4145	6503
3749	436	18786
3751	1863	6700	6682
3755	1935	100573
3757	1647	2486
3759	449	45893
3761	15399	11680
3761	1632	34334
3764	21840	64024
3768	8725	3769
3768	2171	3769
3772	12078	27104
3774	2157	89995
3776	2579	67718
3778	27245	94349
3782	429	98958
3784	1230	107665
3786	12967	117649
3788	11016	78374	99907
3792	26100	45581
3795	3648	111180
3797	1012	105885
3799	4746	3800
3801	8928	33957
3803	850	101411
3809	1388	89833
3811	483	61488
3813	668	1507
3817	3711	25882
3819	453	3820
3823	9496	40703
3826	843	116588
3830	21	17918
3832	2255	115692
3832	4013	16786
3834	4434	106570
3836	27259	79600
3840	259	66724
3842	6132	1142
3844	2808	33493
3846	418	83350
3846	13111	107085
3850	1386	32284
3859	3960	912
486	3458	3861	1320	30661
486	15229	485	58062	72611
3863	966	42610
3865	18856	6169
3872	2634	116712
3876	22841	36263
3878	1475	73237
3880	15069	111497
3882	4295	45517
3884	5638	253
3886	8814	65283
3892	15383	114564
3894	19326	114630
3896	17424	55679
3896	48	40542
3898	843	62604
3902	1565	111156
3911	17733	107733
3914	8289	87705
3916	8221	117463
3918	3641	112606	34958
3924	19505	20038
3931	26566	24227
3933	153	104198
3937	326	52018
3939	120	89417
3943	589	109766
3947	924	42549
3949	4594	23250
3951	20944	8389
3955	14920	11376
3955	10961	2921
3955	4124	11376
3959	1647	1713
3959	1645	2485
3962	9545	44407
3966	6971	69246
3966	715	57373
3966	18556	35671
3970	12799	44498
3972	2853	86340
3974	1695	18820
3982	17205	17888
3984	1012	105041
3986	5223	98172
3988	6987	101091
3992	9410	25062
3994	652	107377
3996	29640	25858
3998	59	25910
4000	2189	60528
4004	18778	96093
4006	3553	112612
4008	1350	58092
4010	14486	99777
3539	0	24936
4021	606	58856
4025	1304	57767
4027	510	5251
4031	589	30968
4033	1694	85889
4035	3497	52501
4039	4833	24275
4041	326	93215
4043	9839	99621
4046	16630	71665
4049	1994	29569
4051	418	53373
4051	3653	12495
4051	18	115202
4059	4757	17275
4061	797	84751
4063	11286	37943
4067	8199	18697
4069	3103	114765
4072	360	83505
4074	17571	79298
4076	924	111070
1422	207	17690
4079	4408	30003
4083	287	31329
4087	15641	102418
4089	559	96263
4091	383	46883
4093	315	102207
4093	850	70401
4094	17100	108693
4096	781	70223
4098	1385	50879
4102	6099	121827
4104	8684	64925
4110	3611	30784
4112	17473	3832
